train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.004375,0.995625,0.965625,0.9143359375,0.315625,0.0045625,0.9954375,0.962,0.917125,0.314
