train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.04496093750286546,0.9550390625,0.7075,0.8446484375,0.080625,0.042,0.958,0.706,0.847875,0.078
