train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.003640625000000003,0.976875,0.813125,0.9309765625,0.48375,0.004693750000000002,0.9744375,0.796,0.9316875,0.492
