train_loss,train_acc,train_perfect_accuracy,train_match_uncon_accuracy,train_match_uncon_perfect_accuracy,eval_loss,eval_acc,eval_perfect_accuracy,eval_match_uncon_accuracy,eval_match_uncon_perfect_accuracy
0.034679687500000014,0.8659765625,0.25625,0.831796875,0.12875,0.0355125,0.86175,0.227,0.82525,0.128
